Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad, ,Ciudad,Tipo de Distribución,Reproducciones
TASTER´S CHOICE,NESCAFE,RENTA,54034,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TASTER´S CHOICE,,,,3126,Flujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54484,"$4,675",70683,9506,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #2,SIX FLAGS SPEEDWAY,,,,3126,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,3127,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3127,Contraflujo,Ciudad de México,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$3,575",70444,11262,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,3128,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3128,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3129,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,3130,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3130,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35131,Flujo,Ciudad de México,RENTA,
EL MOCHAOREJAS,VIX,RENTA,1049,"$3,608",1282,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,EL MOCHAOREJAS,,,,35131,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54109,"$3,400",70551,5177,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,MASCARA,,,,35132,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,35132,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35133,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,35133,Contraflujo,Ciudad de México,RENTA,
HERO 25,BATISTE,RENTA,53855,"$4,293",70298,11268,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,GENERICO,,,,3140,Flujo,Ciudad de México,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",70571,10757,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,PAGA A MESES,,,,3140,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3141,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3141,Contraflujo,Ciudad de México,RENTA,
SABRITAS MUNDIAL,SABRITAS,RENTA,54181,"$3,950",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,SABRITAL SAL Y ADOBADAS,,,,3142,Flujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,3142,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35143,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,35145,Contraflujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1038,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,3149,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3149,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54031,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,NESCAFE,,,,3151,Flujo,Ciudad de México,RENTA,
TASTER´S CHOICE,NESCAFE,RENTA,54034,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TASTER´S CHOICE,,,,3151,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54031,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,NESCAFE,,,,3152,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,3152,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,3153,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3153,Contraflujo,Ciudad de México,RENTA,
EL MOCHAOREJAS,VIX,RENTA,1049,"$3,608",1282,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,EL MOCHAOREJAS,,,,35154,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35154,Contraflujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1038,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,3155,Flujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,BRANDING PRE AT&T,,,,3155,Contraflujo,Ciudad de México,RENTA,
EL FANTASMA DE LA OPERA 2026,SIN MARCA,RENTA,1062,"$4,200",1286,11517,RT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,EL FANTASMA DE LA OPERA,,,,35156,Flujo,Ciudad de México,RENTA,
WARNER / CUMBRES BORRASCOSAS,WARNER PICTURES,RENTA,54078,"$3,450",70523,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,CUMBRES BORRASCOSAS,,,,35156,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35158,Flujo,Ciudad de México,RENTA,
IHOP LOS FAVORITOS,IHOP,RENTA,54098,"$3,669",70545,11496,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #2,LOS FAVORITOS PANCAKES,,,,35158,Contraflujo,Ciudad de México,RENTA,
TEMPORADA DE REBAJAS 2,SEARS,RENTA,1248,"$3,587",1341,11784,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,ELLE,,,,3159,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,3159,Contraflujo,Ciudad de México,RENTA,
REBAJAS MAS BAJAS  INVIERNO,COPPEL,RENTA,54066,"$3,092",70488,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #2,REBAJAS MAS BAJAS INVIERNO,,,,35160,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35160,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,3161,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,3161,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,35162,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,35162,Contraflujo,Ciudad de México,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",70571,10757,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,MIENTRAS ESPERAS,,,,3163,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3163,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54072,$0,70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,3165,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3165,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,35166,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1237,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PINES,,,,35166,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3171,Flujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1038,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,3171,Contraflujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,BRANDING PRE AT&T,,,,3421,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,METROP PARALELO (SIN VISIBILIDAD),,,,3421,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3172,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,METROP PARALELO (SIN VISIBILIDAD),,,,3172,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3420,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,METROP PARALELO (SIN VISIBILIDAD),,,,3420,Contraflujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1038,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,35173,Contraflujo,Ciudad de México,RENTA,
TENA,TENA,RENTA,1072,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #2,TENA CHICA,,,,35176,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35176,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3185,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3185,Contraflujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,35186,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3187,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3187,Contraflujo,Ciudad de México,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$3,575",70444,11262,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,3188,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3188,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3190,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3190,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35192,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35192,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35193,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35193,Contraflujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,3194,Flujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1038,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,3194,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3195,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3195,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54031,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,NESCAFE,,,,3196,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3196,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54031,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,NESCAFE,,,,35197,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35197,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3198,Flujo,Ciudad de México,RENTA,
TABCIN,ASPIRINA,RENTA,54132,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TABCIN DIA,,,,3198,Contraflujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,GENERICO,,,,35199,Flujo,Ciudad de México,RENTA,
TABCIN,ASPIRINA,RENTA,54132,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TABCIN NOCHE,,,,35199,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54109,"$3,400",70551,5177,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,MASCARA,,,,35202,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,35202,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3316,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3316,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3320,Flujo,Ciudad de México,RENTA,
REBAJAS MAS BAJAS  INVIERNO,COPPEL,RENTA,54066,"$3,092",70488,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #2,REBAJAS MAS BAJAS INVIERNO,,,,3320,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3306,Flujo,Ciudad de México,RENTA,
DIFUSION BOLSA DE TRABAJO IMU,GRUPO IMU,CORTESIA,54009,$0,70509,11749,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,DIFUSION BOLSA DE TRABAJO,,,,3306,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3307,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3307,Contraflujo,Ciudad de México,RENTA,
REBAJAS MAS BAJAS  INVIERNO,COPPEL,RENTA,54066,"$3,092",70488,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #2,REBAJAS MAS BAJAS INVIERNO,,,,3308,Flujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,GENERICO,,,,3308,Contraflujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3309,Flujo,Ciudad de México,RENTA,
IMU CORTESIA GENERICA,IMU CORTESIA GENERICA,CORTESIA,0,$0,0,0,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,IMU CORTESIA GENERICA,,,,3309,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54080,"$3,930",70443,9916,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,NATURAL - ENDULZADO,,,,3310,Flujo,Ciudad de México,RENTA,
NUTRI,NUTRI DELI,RENTA,54100,"$3,413",70416,11512,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,NIÑA NUTRI  ,,,,3310,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54109,"$3,400",70551,5177,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,MASCARA,,,,3311,Flujo,Ciudad de México,RENTA,
