Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
24015,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1584,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
24015,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24016,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
24017,Flujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
24017,Contraflujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24018,Flujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
24018,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24020,Flujo,SOL MEZCLAS,HEINEKEN,RENTA,55014,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #6,LENTICULAR,Ciudad de México
24020,Contraflujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
24021,Flujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24021,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24022,Flujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
24022,Contraflujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
24023,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24023,Contraflujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
24024,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24024,Contraflujo,EL REY LEÓN,OCESA,IN - RENTA (INTERCAMBIO),55084,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,El rey león un año en México ,Ciudad de México
24025,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24025,Contraflujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24026,Flujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
24026,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24028,Flujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24028,Contraflujo,MEJOR TEATRO MARZO,SIN MARCA,CORTESIA,1546,$0,1407,11517,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,EL FANTASMA MARZO,Ciudad de México
24029,Flujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24029,Contraflujo,SEALY,COPPEL,RENTA,1627,"$3,092",1440,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,SEALY,Ciudad de México
24030,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
24030,Contraflujo,AMAZON PLANTA FIJA 6 A 26,AMAZON,RENTA,1598,"$2,856",1432,11369,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,"AHORRA EN GRANDE, SONRÍE EN GRANDE",Ciudad de México
24031,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
24031,Contraflujo,NESTLE LA LECHERA,LA LECHERA,RENTA,55047,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,CARNATION Y LECHERA,Ciudad de México
24032,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55138,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FONDO ROJO,Ciudad de México
24032,Contraflujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24033,Flujo,MEJOR TEATRO MARZO,SIN MARCA,CORTESIA,1546,$0,1407,11517,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,EL FANTASMA MARZO,Ciudad de México
24033,Contraflujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24034,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24034,Contraflujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24035,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55138,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FONDO DE COLORES,Ciudad de México
24035,Contraflujo,BAJAJ,COPPEL,RENTA,1597,"$3,092",1431,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,BAJAJ - PULSAR,Ciudad de México
24036,Flujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24036,Contraflujo,AQUI NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1540,$0,1383,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,AQUÍ NADIE SE RINDE,Ciudad de México
24038,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24038,Contraflujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24039,Flujo,NIDAL NESTLE,NIDO,RENTA,55053,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDAL,Ciudad de México
24039,Contraflujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
24040,Flujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24040,Contraflujo,PROFUTURO SOFOM,PROFUTURO,RENTA,1586,"$2,894",1408,11654,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PAREJA,Ciudad de México
24042,Flujo,ADIDAS,COPPEL,RENTA,1596,"$3,092",1430,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,ADIDAS,Ciudad de México
24042,Contraflujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
24043,Flujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24043,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$3,632",1376,10460,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24044,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
24044,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24045,Flujo,APPLE,COPPEL,RENTA,1568,"$3,092",1406,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,APPLE,Ciudad de México
24045,Contraflujo,BAJAJ,COPPEL,RENTA,1597,"$3,092",1431,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,BAJAJ - PULSAR,Ciudad de México
24046,Flujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
24046,Contraflujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24048,Flujo,NIDAL NESTLE,NIDO,RENTA,55053,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDAL,Ciudad de México
24048,Contraflujo,PROFUTURO SOFOM,PROFUTURO,RENTA,1586,"$2,894",1408,11654,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,VIAJERO,Ciudad de México
24049,Flujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
24049,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55094,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,JUDEA,Ciudad de México
24051,Flujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24051,Contraflujo,EL REY LEÓN,OCESA,IN - RENTA (INTERCAMBIO),55084,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,El rey león un año en México ,Ciudad de México
24052,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24052,Contraflujo,ADIDAS,COPPEL,RENTA,1596,"$3,092",1430,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,ADIDAS,Ciudad de México
24053,Flujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
24053,Contraflujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24054,Flujo,MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54979,$0,70672,10456,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MUAC,Ciudad de México
24054,Contraflujo,ADIDAS,COPPEL,RENTA,1596,"$3,092",1430,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,ADIDAS,Ciudad de México
24055,Flujo,NESTLE LA LECHERA,LA LECHERA,RENTA,55047,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,CARNATION Y LECHERA,Ciudad de México
24055,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
24057,Flujo,COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Ciudad de México
24057,Contraflujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
24202,Flujo,TENA,TENA,RENTA,1579,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,TENA PAQUETE,Ciudad de México
24202,Contraflujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24203,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
24203,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,MI SELECCIÓN HONOR,Ciudad de México
24402,Flujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
24402,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
24204,Flujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55100,"$3,077",70826,10768,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO? // ¿FILAS?,Ciudad de México
24204,Contraflujo,AGRIFEN,PISALAK,RENTA,1629,"$3,632",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,AGRIFEN NOCTURNO,Ciudad de México
24401,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1584,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
24401,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25001,Flujo,MOTOROLA,MOTOROLA,RENTA,55067,"$3,831",70645,11210,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MOTOROLA EDGE 70,Ciudad de México
25001,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1584,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
25002,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
25002,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
25003,Flujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,HERBAL PERFUME CAPILAR,Ciudad de México
25003,Contraflujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
25004,Flujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
25004,Contraflujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55149,"$4,347",70662,11284,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO ROJO,Ciudad de México
25005,Flujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25005,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,MI SELECCIÓN MOTOROLA,Ciudad de México
25006,Flujo,TANG,TANG,RENTA,55074,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TANG,Ciudad de México
25006,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25007,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
25007,Contraflujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
25008,Flujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25008,Contraflujo,VISA FARMACIAS DEL AHORRO,VISA,BONIFICACION,55163,$0,70823,2538,BF-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,VISA BANORTE 5 TARJETAS,Ciudad de México
25010,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25010,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
25012,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
25012,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25013,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
25013,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
25014,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25014,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
25015,Contraflujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
25016,Flujo,ADIDAS,COPPEL,RENTA,1596,"$3,092",1430,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,ADIDAS,Ciudad de México
25016,Contraflujo,BAJAJ,COPPEL,RENTA,1597,"$3,092",1431,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,BAJAJ - PULSAR,Ciudad de México
25017,Flujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
25017,Contraflujo,FILIAZ 2026,AZTLAN PARQUE URBANO,CORTESIA,55102,$0,70787,10936,CT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FILIAZ,Ciudad de México
25018,Flujo,AGRIFEN,PISALAK,RENTA,1629,"$3,632",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,AGRIFEN ,Ciudad de México
25018,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55053,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDAL,Ciudad de México
25019,Flujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55118,$0,70830,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Tecate emblema,Ciudad de México
25019,Contraflujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25020,Flujo,Weeknd,OCESA,IN - RENTA (INTERCAMBIO),55086,$0,70820,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Weeknd,Ciudad de México
25020,Contraflujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25021,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25021,Contraflujo,MODA PRIMAVERA,COPPEL,RENTA,1566,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #6,PUMA - STRONA - STRONA PUNTOS - LEVIS,Ciudad de México
25022,Flujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55100,"$3,077",70826,10768,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO? // ¿FILAS?,Ciudad de México
25022,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
25023,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
25023,Contraflujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55118,$0,70830,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Tecate emblema,Ciudad de México
25024,Flujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55100,"$3,077",70826,10768,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO? // ¿FILAS?,Ciudad de México
